club_decade_id,team_id,team_name,decade,players_count,avg_global_rating,max_global_rating,avg_local_rating,max_local_rating,is_mvp_eligible
6993_fc_mariupol_2020s,6993,FC Mariupol,2020s,53,50.71132075471698,54.4,57.1566037735849,95.0,True
61825_fc_minaj_2020s,61825,FC Minaj,2020s,88,50.665909090909096,53.8,57.79204545454545,95.0,True
18303_fc_oleksandriya_2010s,18303,FC Oleksandriya,2010s,45,51.82727272727273,58.6,59.5,95.0,True
18303_fc_oleksandriya_2020s,18303,FC Oleksandriya,2020s,99,51.284693877551014,58.9,56.465306122448986,95.0,True
16245_fc_sevastopol__2014_2010s,16245,FC Sevastopol (- 2014),2010s,27,50.53333333333334,52.3,60.411111111111104,95.0,True
10674_fk_kharkiv_2010_2000s,10674,FK Kharkiv (-2010),2000s,21,51.18095238095238,56.0,58.82380952380952,95.0,True
6996_goverla_uzhgorod__2016_2010s,6996,Goverla Uzhgorod (- 2016),2010s,41,50.64878048780488,53.2,58.982926829268294,95.0,True
6996_goverla_zakarpattya_uzhgorod_2010s,6996,Goverla-Zakarpattya Uzhgorod,2010s,18,50.68888888888889,52.3,63.599999999999994,95.0,True
6993_illichivets_mariupol_2000s,6993,Illichivets Mariupol,2000s,24,51.68333333333334,59.4,58.041666666666664,95.0,True
6993_illichivets_mariupol_2010s,6993,Illichivets Mariupol,2010s,42,51.44285714285714,55.4,61.99047619047619,95.0,True
49364_ingulets_petrove_2020s,49364,Ingulets Petrove,2020s,56,50.776785714285715,54.1,58.58571428571429,95.0,True
2477_karpaty_lviv_1990s,2477,Karpaty Lviv,1990s,19,51.62222222222223,57.6,59.583333333333336,95.0,True
2477_karpaty_lviv_2000s,2477,Karpaty Lviv,2000s,55,51.81399999999999,58.5,59.55,95.0,True
2477_karpaty_lviv_2010s,2477,Karpaty Lviv,2010s,108,51.55480769230769,62.1,55.76153846153846,95.0,True
85465_karpaty_lviv_2020s,85465,Karpaty Lviv,2020s,43,50.85116279069767,55.0,57.579069767441865,95.0,True
48332_kolos_kovalivka_2010s,48332,Kolos Kovalivka,2010s,28,50.760714285714286,52.6,63.21071428571429,95.0,True
48332_kolos_kovalivka_2020s,48332,Kolos Kovalivka,2020s,79,51.21012658227848,56.9,57.77088607594936,95.0,True
3592_kryvbas_kryvyi_rig_2000s,3592,Kryvbas Kryvyi Rig,2000s,86,51.23734939759036,57.9,57.026506024096385,95.0,True
3592_kryvbas_kryvyi_rig_2010s,3592,Kryvbas Kryvyi Rig,2010s,30,51.230000000000004,55.9,59.266666666666666,95.0,True
3592_kryvbas_kryvyi_rig_2020s,3592,Kryvbas Kryvyi Rig,2020s,56,51.458928571428565,57.1,59.13035714285714,95.0,True
63007_lnz_cherkasy_2020s,63007,LNZ Cherkasy,2020s,54,50.824074074074076,54.7,57.80555555555556,95.0,True
86209_livyi_bereg_kyiv_2020s,86209,Livyi Bereg Kyiv,2020s,15,50.46666666666667,51.4,64.76666666666667,95.0,True
55686_metalist_1925_kharkiv_2020s,55686,Metalist 1925 Kharkiv,2020s,79,50.78481012658228,53.9,58.94810126582278,95.0,True
6414_metalist_kharkiv_2000s,6414,Metalist Kharkiv,2000s,67,52.17142857142857,66.0,56.07460317460317,95.0,True
6414_metalist_kharkiv_2010s,6414,Metalist Kharkiv,2010s,87,51.92588235294117,72.9,53.78352941176471,95.0,True
83678_metalist_kharkiv_2020s,83678,Metalist Kharkiv,2020s,46,50.49565217391305,53.9,55.52173913043478,95.0,True
2783_metalurg_donetsk__2015_1990s,2783,Metalurg Donetsk (- 2015),1990s,12,51.32727272727273,52.3,75.47272727272728,95.0,True
2783_metalurg_donetsk__2015_2000s,2783,Metalurg Donetsk (- 2015),2000s,49,51.30434782608695,57.7,57.608695652173914,95.0,True
2783_metalurg_donetsk__2015_2010s,2783,Metalurg Donetsk (- 2015),2010s,37,51.488571428571426,63.2,55.05142857142857,95.0,True
6994_metalurg_zaporizhya_1990s,6994,Metalurg Zaporizhya,1990s,16,51.81666666666666,60.1,58.03333333333333,95.0,True
6994_metalurg_zaporizhya_2000s,6994,Metalurg Zaporizhya,2000s,34,51.564516129032256,58.4,58.34838709677419,95.0,True
6994_metalurg_zaporizhya_2010s,6994,Metalurg Zaporizhya,2010s,45,50.75813953488372,53.1,60.990697674418605,95.0,True
26459_nk_veres_rivne_2010s,26459,NK Veres Rivne,2010s,19,50.68421052631579,52.8,60.81578947368421,95.0,True
26459_nk_veres_rivne_2020s,26459,NK Veres Rivne,2020s,34,50.82941176470588,52.8,63.388235294117656,95.0,True
12302_naftovyk_ukrnafta_okhtyrka_2000s,12302,Naftovyk-Ukrnafta Okhtyrka,2000s,12,50.5,51.8,62.59166666666667,95.0,True
39097_obolon_kyiv_2020s,39097,Obolon Kyiv,2020s,48,50.81458333333333,53.1,61.82916666666667,95.0,True
2742_obolon_kyiv_2012_2000s,2742,Obolon Kyiv (-2012),2000s,50,51.14,58.4,56.076,95.0,True
2742_obolon_kyiv_2012_2010s,2742,Obolon Kyiv (-2012),2010s,21,50.55238095238095,51.8,63.72380952380953,95.0,True
23611_olimpik_donetsk__2021_2010s,23611,Olimpik Donetsk ( - 2021),2010s,61,51.29344262295082,57.0,58.23934426229508,95.0,True
23611_olimpik_donetsk__2021_2020s,23611,Olimpik Donetsk ( - 2021),2020s,37,50.527027027027025,53.2,57.391891891891895,95.0,True
18105_pfc_lviv_2010s,18105,PFC Lviv,2010s,27,50.833333333333336,53.9,59.455555555555556,95.0,True
18105_pfc_lviv_2020s,18105,PFC Lviv,2020s,70,50.527142857142856,52.8,58.3,95.0,True
18303_pfc_oleksandriya_2010s,18303,PFC Oleksandriya,2010s,14,50.407692307692315,51.0,67.3076923076923,95.0,True
16247_pfc_stal_kamyanske_2018_2010s,16247,PFC Stal Kamyanske (-2018),2010s,30,50.75333333333334,53.9,58.693333333333335,95.0,True
18303_poligraftecknika_oleksandria_2000s,18303,Poligraftecknika Oleksandria,2000s,34,50.82941176470588,54.6,58.029411764705884,95.0,True
53646_polissya_zhytomyr_2020s,53646,Polissya Zhytomyr,2020s,43,51.02093023255814,55.1,59.00232558139535,95.0,True
48726_rukh_lviv_2020s,48726,Rukh Lviv,2020s,68,51.31911764705882,61.2,55.28382352941176,95.0,True
60551_sc_dnipro_1_2010s,60551,SC Dnipro-1,2010s,29,50.851851851851855,55.1,57.411111111111104,95.0,True
60551_sc_dnipro_1_2020s,60551,SC Dnipro-1,2020s,81,51.37215189873418,67.3,53.563291139240505,95.0,True
81401_sc_poltava_2020s,81401,SC Poltava,2020s,21,50.280952380952385,50.5,75.05714285714286,95.0,True
2227_sc_tavriya_simferopol_2022_2000s,2227,SC Tavriya Simferopol (-2022),2000s,31,51.99354838709677,63.6,56.54838709677419,95.0,True
2227_sc_tavriya_simferopol_2022_2010s,2227,SC Tavriya Simferopol (-2022),2010s,25,52.08,60.6,58.832,95.0,True
660_shakhtar_donetsk_1990s,660,Shakhtar Donetsk,1990s,20,51.949999999999996,59.4,59.34285714285714,95.0,True
660_shakhtar_donetsk_2000s,660,Shakhtar Donetsk,2000s,58,53.996,76.5,56.778,95.0,True
660_shakhtar_donetsk_2010s,660,Shakhtar Donetsk,2010s,89,54.7625,76.8,57.96818181818182,95.0,True
660_shakhtar_donetsk_2020s,660,Shakhtar Donetsk,2020s,79,52.44177215189873,64.9,57.33037974683545,95.0,True
10468_stal_alchevsk_2000s,10468,Stal Alchevsk,2000s,12,50.53333333333333,51.9,62.35,95.0,True
16247_stal_dniprodzerzhynsk_2010s,16247,Stal Dniprodzerzhynsk,2010s,18,50.43888888888889,51.8,60.88333333333334,95.0,True
2227_tavriya_simferopol_2000s,2227,Tavriya Simferopol,2000s,21,51.7,63.3,55.719047619047615,95.0,True
4482_volyn_lutsk_2000s,4482,Volyn Lutsk,2000s,21,51.08947368421053,54.3,61.27894736842105,95.0,True
4482_volyn_lutsk_2010s,4482,Volyn Lutsk,2010s,51,51.352,61.9,55.076,95.0,True
2740_vorskla_poltava_2000s,2740,Vorskla Poltava,2000s,35,51.93529411764706,58.6,60.05588235294118,95.0,True
2740_vorskla_poltava_2010s,2740,Vorskla Poltava,2010s,108,51.702803738317755,62.4,56.1766355140187,95.0,True
2740_vorskla_poltava_2020s,2740,Vorskla Poltava,2020s,73,51.447945205479456,63.9,54.63972602739726,95.0,True
2740_vorskla_naftogaz_poltava_2000s,2740,Vorskla-Naftogaz Poltava,2000s,23,50.630434782608695,52.0,64.31739130434782,95.0,True
6996_zakarpattya_uzhgorod_2000s,6996,Zakarpattya Uzhgorod,2000s,43,50.84186046511628,54.0,59.37674418604651,95.0,True
8838_zirka_kropyvnytskyi_2010s,8838,Zirka Kropyvnytskyi,2010s,28,50.739285714285714,52.2,65.05,95.0,True
10690_zorya_lugansk_2000s,10690,Zorya Lugansk,2000s,31,50.68387096774194,52.6,61.803225806451614,95.0,True
10690_zorya_lugansk_2010s,10690,Zorya Lugansk,2010s,80,51.8325,61.9,56.92875,95.0,True
10690_zorya_lugansk_2020s,10690,Zorya Lugansk,2020s,96,51.50208333333333,57.5,58.942708333333336,95.0,True
