player_name,club_name,decade,position,season,season_club,season_appearances,season_goals,season_assists,season_clean_sheets,season_minutes_played,season_source_name,season_source_url,season_confidence,season_notes
Sergey Polstyanov,Tavriya Simferopol,1990s,FW,1992/93,Tavriya Simferopol,,1,,,,Supplied candidate source / club spell evidence,https://www.transfermarkt.com/sk-tavriya-simferopol/startseite/verein/2227/saison_id/1992 ; https://www.allplayers.in.ua/ua/club_legioner/7,Medium,Single-season club spell 1992/93; sourced club-total goals fall entirely inside this one season/decade. Other season-level stats unavailable in supplied evidence.
Oleksandr Shovkovskyi,Dynamo Kyiv,2010s,GK,2010/11,Dynamo Kyiv,,0,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Medium,Season scaffold derived from exact club spell 1993/94-2016/17. Season goals set to 0 because sourced club-total goals for this club are 0; no season-level assists/clean sheets/minutes found in supplied evidence.
Oleksandr Shovkovskyi,Dynamo Kyiv,2010s,GK,2011/12,Dynamo Kyiv,,0,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Medium,Season scaffold derived from exact club spell 1993/94-2016/17. Season goals set to 0 because sourced club-total goals for this club are 0; no season-level assists/clean sheets/minutes found in supplied evidence.
Oleksandr Shovkovskyi,Dynamo Kyiv,2010s,GK,2012/13,Dynamo Kyiv,,0,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Medium,Season scaffold derived from exact club spell 1993/94-2016/17. Season goals set to 0 because sourced club-total goals for this club are 0; no season-level assists/clean sheets/minutes found in supplied evidence.
Oleksandr Shovkovskyi,Dynamo Kyiv,2010s,GK,2013/14,Dynamo Kyiv,,0,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Medium,Season scaffold derived from exact club spell 1993/94-2016/17. Season goals set to 0 because sourced club-total goals for this club are 0; no season-level assists/clean sheets/minutes found in supplied evidence.
Oleksandr Shovkovskyi,Dynamo Kyiv,2010s,GK,2014/15,Dynamo Kyiv,,0,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Medium,Season scaffold derived from exact club spell 1993/94-2016/17. Season goals set to 0 because sourced club-total goals for this club are 0; no season-level assists/clean sheets/minutes found in supplied evidence.
Oleksandr Shovkovskyi,Dynamo Kyiv,2010s,GK,2015/16,Dynamo Kyiv,,0,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Medium,Season scaffold derived from exact club spell 1993/94-2016/17. Season goals set to 0 because sourced club-total goals for this club are 0; no season-level assists/clean sheets/minutes found in supplied evidence.
Oleksandr Shovkovskyi,Dynamo Kyiv,2010s,GK,2016/17,Dynamo Kyiv,,0,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Medium,Season scaffold derived from exact club spell 1993/94-2016/17. Season goals set to 0 because sourced club-total goals for this club are 0; no season-level assists/clean sheets/minutes found in supplied evidence.
Oleg Gusev,Dynamo Kyiv,2000s,RM/RB,2003/04,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2000s,RM/RB,2004/05,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2000s,RM/RB,2005/06,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2000s,RM/RB,2006/07,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2000s,RM/RB,2007/08,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2000s,RM/RB,2008/09,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2000s,RM/RB,2009/10,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2010s,RM/RB,2010/11,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2010s,RM/RB,2011/12,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2010s,RM/RB,2012/13,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2010s,RM/RB,2013/14,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2010s,RM/RB,2014/15,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2010s,RM/RB,2015/16,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Oleg Gusev,Dynamo Kyiv,2010s,RM/RB,2016/17,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 2003/04-2016/17, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,1990s,LB,1997/98,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,1990s,LB,1998/99,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,1990s,LB,1999/00,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2000/01,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2001/02,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2002/03,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2003/04,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2004/05,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2005/06,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2006/07,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2007/08,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2008/09,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2000s,LB,2009/10,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Nesmachnyi,Dynamo Kyiv,2010s,LB,2010/11,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1997/98-2010/11, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,1990s,AM/CM,1996/97,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,1990s,AM/CM,1997/98,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,1990s,AM/CM,1998/99,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,1990s,AM/CM,1999/00,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,2000s,AM/CM,2000/01,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,2000s,AM/CM,2001/02,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,2000s,AM/CM,2002/03,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,2000s,AM/CM,2003/04,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,2000s,AM/CM,2004/05,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,2000s,AM/CM,2005/06,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,2000s,AM/CM,2006/07,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Valentyn Belkevych,Dynamo Kyiv,2000s,AM/CM,2007/08,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1996/97-2007/08, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,1990s,CM/DM,1993/94,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,1990s,CM/DM,1994/95,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,1990s,CM/DM,1995/96,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,1990s,CM/DM,1996/97,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,1990s,CM/DM,1997/98,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,1990s,CM/DM,1998/99,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,1990s,CM/DM,1999/00,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,2000s,CM/DM,2000/01,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,2000s,CM/DM,2001/02,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,2000s,CM/DM,2002/03,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,2000s,CM/DM,2003/04,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Andriy Husin,Dynamo Kyiv,2000s,CM/DM,2004/05,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1993/94-2004/05, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Yuriy Kalitvintsev,Dynamo Kyiv,1990s,AM/CM,1994/95,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1994/95-1999/00, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Yuriy Kalitvintsev,Dynamo Kyiv,1990s,AM/CM,1995/96,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1994/95-1999/00, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
Yuriy Kalitvintsev,Dynamo Kyiv,1990s,AM/CM,1996/97,Dynamo Kyiv,,,,,,Supplied candidate source / club spell evidence,https://www.allplayers.in.ua/ua/team_players/1,Low,"Season scaffold derived from exact club spell 1994/95-1999/00, but season-level appearances/goals/assists/clean sheets/minutes were not reliably available in supplied evidence; numeric stats left blank."
