missing_player_name,normalized_missing_player_name,club_name,decade,position,seasons_at_club,appearances,goals,source_name,source_url,confidence,reason_for_inclusion,notes
Oleh Holodyuk,oleh holodyuk,Karpaty Lviv,2000s,CM,2000s-2010s,199,14,ALLPLAYERS,https://www.allplayers.in.ua/ua/club/6 ; https://www.allplayers.in.ua/ua/team_squad/6/2013-2014,High,ALLPLAYERS lists Holodyuk with 199/14 for Karpaty and season page confirms senior squad appearances in 2013/14.,"Stats are aggregate at club level, not decade-split."
Oleh Holodyuk,oleh holodyuk,Karpaty Lviv,2010s,CM,2000s-2010s,199,14,ALLPLAYERS,https://www.allplayers.in.ua/ua/club/6 ; https://www.allplayers.in.ua/ua/team_squad/6/2013-2014,High,Same missing player spans Karpaty 2010s; not present anywhere in supplied normalized list.,"Stats are aggregate at club level, not decade-split."
Oleksandr Gaydash,oleksandr gaydash,Tavriya Simferopol,1990s,FW,1990s-2000s,217,85,ALLPLAYERS / Transfermarkt,https://www.allplayers.in.ua/ua/club/7 ; https://www.transfermarkt.com/oleksandr-gaydash/profil/spieler/183435,High,ALLPLAYERS lists Gaydash as Tavriya's top scorer by shown club stats; Transfermarkt confirms Tavriya as most-games club.,Do not confuse with Andrey Gaydash already in supplied list; different player.
Yuriy Gudymenko,yuriy gudymenko,Tavriya Simferopol,1990s,FW,1992-1993,22,13,ALLPLAYERS / KLISF,https://www.allplayers.in.ua/ua/player/587 ; https://www.klisf.net/gamer450.htm,High,ALLPLAYERS player page lists Tavriya 1992/93 and overall top-flight numbers; known 1992 champion/top scorer.,Name transliteration may appear as Gudimenko/Gudymenko.
Serhiy Shevchenko,serhiy shevchenko,Tavriya Simferopol,1990s,FW,1992 season / early 1990s,incomplete,incomplete,ALLPLAYERS / Wikipedia 1992 Tavriya season,https://en.wikipedia.org/wiki/1992_SC_Tavriya_Simferopol_season ; https://www.allplayers.in.ua/ru/match/13582,Medium,Listed in 1992 Tavriya squad and goalscorer in European match; senior official appearances confirmed but league totals not captured in this pass.,Possible spelling variants Sergey/Serhiy Shevchenko; not the famous Andriy Shevchenko.
Tolyat Sheykhametov,tolyat sheykhametov,Tavriya Simferopol,1990s,FW,1992-1993,incomplete,13,Transfermarkt / ALLPLAYERS match record,https://www.transfermarkt.com/sk-tavriya-simferopol/startseite/verein/2227/saison_id/1992 ; https://www.allplayers.in.ua/ru/match/13582,Medium,Transfermarkt lists him among Tavriya 1992/93 top scorers with 13; ALLPLAYERS confirms European goal in 1992/93.,Appearances incomplete; transliteration may vary Talyat/Tolyat Sheikhametov/Sheykhametov.
Sergey Polstyanov,sergey polstyanov,Tavriya Simferopol,1990s,FW,1992/93,incomplete,1,Transfermarkt / ALLPLAYERS,https://www.transfermarkt.com/sk-tavriya-simferopol/startseite/verein/2227/saison_id/1992 ; https://www.allplayers.in.ua/ua/club_legioner/7,Medium,Transfermarkt lists Polstyanov in Tavriya 1992/93 squad/top goalscorers and ALLPLAYERS lists him as a Tavriya legionnaire for 1992/93.,Appearances incomplete; name transliteration may vary Polstyanov/Polstianov.
Oleksandr Holovko,oleksandr holovko,Tavriya Simferopol,1990s,CB,1992 season / early 1990s,incomplete,incomplete,Wikipedia 1992 Tavriya season / ALLPLAYERS Tavriya note,https://en.wikipedia.org/wiki/1992_SC_Tavriya_Simferopol_season ; https://www.allplayers.in.ua/ua/eurocup_table_history/7,High,1992 Tavriya squad lists Holovko; ALLPLAYERS Tavriya page note identifies him as a Ukrainian champion with Tavriya and Dynamo.,Not present in supplied list even though he is a very notable Ukraine international.
Valentyn Platonov,valentyn platonov,Kryvbas Kryvyi Rig,1990s,MF/DF,1996-2004,163,21,ALLPLAYERS / FC Kryvbas official,https://www.allplayers.in.ua/ua/team_players/10 ; https://fckryvbas.com/post/valentin-platonov-krivbasu-bude-vazhko-adzhe-viktoriya-dosvidchenii-yevropeiskii-boyec,High,ALLPLAYERS lists Platonov as Kryvbas top player with 163/21; official Kryvbas article states he played for the club in 1996-2004.,"Stats are aggregate at club level, not decade-split."
Valentyn Platonov,valentyn platonov,Kryvbas Kryvyi Rig,2000s,MF/DF,1996-2004,163,21,ALLPLAYERS / FC Kryvbas official,https://www.allplayers.in.ua/ua/team_players/10 ; https://fckryvbas.com/post/valentin-platonov-krivbasu-bude-vazhko-adzhe-viktoriya-dosvidchenii-yevropeiskii-boyec,High,Same missing player spans Kryvbas 2000s; not present anywhere in supplied normalized list.,"Stats are aggregate at club level, not decade-split."
Oleksandr Granovskyi,oleksandr granovskyi,Kryvbas Kryvyi Rig,1990s,CB,1990s-2000s,146,1,ALLPLAYERS,https://www.allplayers.in.ua/ua/team_players/10,Medium,"ALLPLAYERS lists Granovskyi as Kryvbas #2 by shown club appearances, 146/1.",Exact season split not verified in this pass.
Oleksandr Granovskyi,oleksandr granovskyi,Kryvbas Kryvyi Rig,2000s,CB,1990s-2000s,146,1,ALLPLAYERS,https://www.allplayers.in.ua/ua/team_players/10,Medium,Same missing player likely maps to Kryvbas 2000s decade entry.,Exact season split requires additional verification.
Oleh Fedyukov,oleh fedyukov,Volyn Lutsk,1990s,DF,"1989-2003, with brief 1994 Karpaty spell",563,21,VolynNews / Wikipedia / ALLPLAYERS,https://www.volynnews.com/news/sport/lutskomu-mateusu-sohodni-50-rokiv/ ; https://uk.wikipedia.org/wiki/Федюков_Олег_Іванович ; https://www.allplayers.in.ua/ua/team_players/17,High,Club-record Volyn appearance holder; ALLPLAYERS lists him first on Volyn player page and VolynNews cites 563/21 for the club.,"563/21 appears to be all-competitions or club-record figure, not strictly UPL-only."
Oleh Fedyukov,oleh fedyukov,Volyn Lutsk,2000s,DF,"1989-2003, with brief 1994 Karpaty spell",563,21,VolynNews / Wikipedia / ALLPLAYERS,https://www.volynnews.com/news/sport/lutskomu-mateusu-sohodni-50-rokiv/ ; https://uk.wikipedia.org/wiki/Федюков_Олег_Іванович ; https://www.allplayers.in.ua/ua/team_players/17,High,Same missing player spans Volyn 2000s; not present anywhere in supplied normalized list.,Stats are club-record aggregate; league-only split needs verification.
Volodymyr Mozolyuk,volodymyr mozolyuk,Volyn Lutsk,1990s,FW,1995-1996; 1997-2000 plus earlier Soviet/Ukraine years,213,41,ALLPLAYERS / Wikipedia,https://www.allplayers.in.ua/ua/team_scorers/17 ; https://uk.wikipedia.org/wiki/Мозолюк_Володимир_Данилович,High,ALLPLAYERS Volyn scorers page lists Mozolyuk 213/41; Wikipedia confirms Volyn senior spells in the 1990s.,Stats are ALLPLAYERS Ukrainian championship total for Volyn scorers page.
Vasyl Sachko,vasyl sachko,Volyn Lutsk,2000s,FW,5 seasons,148,57,ALLPLAYERS,https://www.allplayers.in.ua/ua/team_scorers/17,High,ALLPLAYERS lists Sachko as Volyn's top Ukrainian-championship scorer with 148/57; not present anywhere in supplied normalized list.,Exact seasons not extracted in this pass.
Oleksandr Pyschur,oleksandr pyschur,Volyn Lutsk,2000s,FW,7 seasons,124,49,ALLPLAYERS,https://www.allplayers.in.ua/ua/team_scorers/17,High,ALLPLAYERS lists Pyschur as Volyn's #2 scorer with 124/49; not present anywhere in supplied normalized list.,Name may be transliterated Pyshchur/Pishchur/Pyschur.
Oleksandr Pyschur,oleksandr pyschur,Volyn Lutsk,2010s,FW,7 seasons,124,49,ALLPLAYERS,https://www.allplayers.in.ua/ua/team_scorers/17,Medium,Pyschur's Volyn tenure appears to span the 2010s decade entry as well; candidate should be manually verified before insertion.,"Stats are aggregate at club level, not decade-split."
Ihor Luchkevych,ihor luchkevych,Metalurg Zaporizhya,1990s,MF,1990s,215,16,ALLPLAYERS / FC Metalurg official history,https://www.allplayers.in.ua/ru/club/11 ; https://www.fcmetalurg.com/club/history/v-chempionate-ukrainy/,High,ALLPLAYERS lists Luchkevych as Metalurg Zaporizhya's top player with 215/16; official history confirms 1992 season appearances.,Do not confuse with Valeriy Luchkevych already present in supplied list.
Yuriy Markin,yuriy markin,Metalurg Zaporizhya,1990s,DF,1990s,213,19,ALLPLAYERS / FC Metalurg official history,https://www.allplayers.in.ua/ru/club/11 ; https://www.fcmetalurg.com/club/history/v-chempionate-ukrainy/,High,ALLPLAYERS lists Markin second for Metalurg Zaporizhya with 213/19; official history confirms 1992 participation.,Stats are aggregate at club level.
Serhiy Kliuchyk,serhiy kliuchyk,Metalurg Zaporizhya,1990s,MF,1990s-2000s,200,15,ALLPLAYERS / FC Metalurg official history,https://www.allplayers.in.ua/ru/club/11 ; https://www.fcmetalurg.com/club/history/v-chempionate-ukrainy/,Medium,ALLPLAYERS lists Kliuchyk third for Metalurg Zaporizhya with 200/15; official history confirms 1992 season participation.,Transliteration may vary Klyuchyk/Kliuchyk; decade split not verified.
Andriy Demchenko,andriy demchenko,Metalurg Zaporizhya,1990s,MF,1990s-2000s,178,35,ALLPLAYERS,https://www.allplayers.in.ua/ru/club/11,Medium,ALLPLAYERS lists Demchenko among Metalurg Zaporizhya leaders with 178/35 and he is absent from supplied normalized list.,"Possible duplicate risk with other Demchenko entries, but not the same first name/source context."
Andriy Demchenko,andriy demchenko,Metalurg Zaporizhya,2000s,MF,1990s-2000s,178,35,ALLPLAYERS,https://www.allplayers.in.ua/ru/club/11,Medium,Same missing player likely maps to Metalurg Zaporizhya 2000s as well.,"Stats are aggregate at club level, not decade-split."
Anatoliy Mushchynka,anatoliy mushchynka,Metalurg Zaporizhya,1990s,MF,1992 season / early 1990s,incomplete,8,FC Metalurg official history / ALLPLAYERS national players,https://www.fcmetalurg.com/club/history/v-chempionate-ukrainy/ ; https://www.allplayers.in.ua/ua/club_national_player/11,Medium,Official Metalurg history lists Mushchynka in 1992 season line with 27 apps and 8 goals; ALLPLAYERS lists him as a Metalurg national-team player in 1993.,Use 1992 season goals from official history; aggregate club stats incomplete in this pass.
